database,branch,title,doi,year,authors,source,source_record_id,unique_id,source_databases,source_branches,alternate_titles,duplicate_record_count,ta_decision,ta_exclusion_code,ta_exclusion_reason,ta_confidence,ta_basis,gold_report_id,gold_synthesis_group,prior_screen_decision,prior_agreement
IEEE Xplore,task,Imitation and Supervised Learning of Compliance for Robotic Assembly,10.23919/ecc55457.2022.9838102,2022,D. K. Jha; D. Romeres; W. Yerazunis; D. Nikovski,2022 European Control Conference (ECC),https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9838102,U02164,IEEE Xplore,task,Imitation and Supervised Learning of Compliance for Robotic Assembly,1,Exclude,TA2,No explicit reinforcement-learning method in the available metadata,0.98,ordered_rule,,,,True
IEEE Xplore,task,JUICER: Data-Efficient Imitation Learning for Robotic Assembly,10.1109/iros58592.2024.10802498,2024,L. Ankile; A. Simeonov; I. Shenfeld; P. Agrawal,2024 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10802498,U02165,IEEE Xplore,task,JUICER: Data-Efficient Imitation Learning for Robotic Assembly,1,Exclude,TA2,No explicit reinforcement-learning method in the available metadata,0.98,ordered_rule,,,,True
IEEE Xplore,task,1 kHz Behavior Tree for Self-adaptable Tactile Insertion,10.1109/icra57147.2024.10610835,2024,Y. Wu; F. Wu; L. Chen; K. Chen; S. Schneider; L. Johannsmeier; Z. Bing; F. J. Abu-Dakka; A. Knoll; S. Haddadin,2024 IEEE International Conference on Robotics and Automation (ICRA),https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10610835,U02166,IEEE Xplore,task,1 kHz Behavior Tree for Self-adaptable Tactile Insertion,1,Exclude,TA2,No explicit reinforcement-learning method in the available metadata,0.98,ordered_rule,,,,True
IEEE Xplore,task,Papers by title,10.1109/icce53296.2022.9730241,2022,,2022 IEEE International Conference on Consumer Electronics (ICCE),https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9730241,U02167,IEEE Xplore,task,Papers by title,1,Exclude,TA2,No explicit reinforcement-learning method in the available metadata,0.98,ordered_rule,,,,True
IEEE Xplore,task,Computer Vision-Driven Navigation and Decision Making in Autonomous Industrial Vehicles,10.1109/iatmsi68868.2026.11465273,2026,T. H. Rababi; J. G. N; S. Hiremath; K. Vandakudari; U. Rudrapatna; V. P. Baligar,2026 IEEE International Conference on Interdisciplinary Approaches in Technology and Management for Social Innovation (IATMSI),https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11465273,U02168,IEEE Xplore,task,Computer Vision-Driven Navigation and Decision Making in Autonomous Industrial Vehicles,1,Exclude,TA2,No explicit reinforcement-learning method in the available metadata,0.98,ordered_rule,,,,True
IEEE Xplore,task,Smart Manufacturing with Artificial Intelligence and Digital Twin: A Brief Review,10.1109/itt56123.2022.9863938,2022,A. Malik; P. Rajaguru; R. Azzawi,2022 8th International Conference on Information Technology Trends (ITT),https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9863938,U02169,IEEE Xplore,task,Smart Manufacturing with Artificial Intelligence and Digital Twin: A Brief Review,1,Exclude,TA7,"Review, survey, perspective, or other non-primary evidence",0.99,ordered_rule,,,,True
IEEE Xplore,task,A Skill-Based Programming System for Robotic Furniture Assembly,10.1109/indin.2018.8472030,2018,P. -C. Huang; Y. -H. Hsieh; A. K. Mok,2018 IEEE 16th International Conference on Industrial Informatics (INDIN),https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8472030,U02170,IEEE Xplore,task,A Skill-Based Programming System for Robotic Furniture Assembly,1,Exclude,TA2,No explicit reinforcement-learning method in the available metadata,0.98,ordered_rule,,,,True
IEEE Xplore,task,Digital Twin Robotic System With Continuous Learning for Grasp Detection in Variable Scenes,10.1109/tie.2023.3299049,2024,L. Ren; J. Dong; D. Huang; J. Lü,IEEE Transactions on Industrial Electronics,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10214976,U02171,IEEE Xplore,task,Digital Twin Robotic System With Continuous Learning for Grasp Detection in Variable Scenes,1,Exclude,TA2,No explicit reinforcement-learning method in the available metadata,0.98,ordered_rule,,,,True
IEEE Xplore,task,Learning to Design 3D Printable Adaptations on Everyday Objects for Robot Manipulation,10.1109/icra57147.2024.10610268,2024,M. Guo; Z. Liu; S. Tian; Z. Xie; J. Wu; C. K. Liu,2024 IEEE International Conference on Robotics and Automation (ICRA),https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10610268,U02172,IEEE Xplore,task,Learning to Design 3D Printable Adaptations on Everyday Objects for Robot Manipulation,1,Exclude,TA4,No construction- or civil-task relevance in the available metadata,0.94,ordered_rule,,,,True
IEEE Xplore,task,HybGrasp: A Hybrid Learning-to-Adapt Architecture for Efficient Robot Grasping,10.1109/lra.2023.3329622,2023,J. Mun; K. T. Giang; Y. Lee; N. Oh; S. Huh; M. Kim; S. Jo,IEEE Robotics and Automation Letters,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10305261,U02173,IEEE Xplore,task,HybGrasp: A Hybrid Learning-to-Adapt Architecture for Efficient Robot Grasping,1,Exclude,TA4,No construction- or civil-task relevance in the available metadata,0.94,ordered_rule,,,,True
IEEE Xplore,task,"Robotic Wire Assembly via Data-Driven Modeling, Policy Learning, and Sim-to-Real Transfer",10.1109/aim65483.2026.11658356,2026,S. -L. Chien; F. -C. Kao; C. -S. Shih; S. -H. Lu; P. -C. Lin,2026 IEEE/ASME International Conference on Advanced Intelligent Mechatronics (AIM),https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11658356,U02174,IEEE Xplore,task,"Robotic Wire Assembly via Data-Driven Modeling, Policy Learning, and Sim-to-Real Transfer",1,Exclude,TA4,No construction- or civil-task relevance in the available metadata,0.94,ordered_rule,,,,True
IEEE Xplore,task,Active Extrinsic Contact Sensing: Application to General Peg-in-Hole Insertion,10.1109/icra46639.2022.9812017,2022,S. Kim; A. Rodriguez,2022 International Conference on Robotics and Automation (ICRA),https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9812017,U02175,IEEE Xplore,task,Active Extrinsic Contact Sensing: Application to General Peg-in-Hole Insertion,1,Exclude,TA2,No explicit reinforcement-learning method in the available metadata,0.98,ordered_rule,,,,True
IEEE Xplore,task,Markov Decision Process Approach for Battery Charging of an Automated Guided Vehicle,10.1109/ur61395.2024.10597469,2024,M. S. Lee; I. Hwang; S. Jang; N. J. Im; Y. J. Jang,2024 21st International Conference on Ubiquitous Robots (UR),https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10597469,U02176,IEEE Xplore,task,Markov Decision Process Approach for Battery Charging of an Automated Guided Vehicle,1,Exclude,TA4,No construction- or civil-task relevance in the available metadata,0.94,ordered_rule,,,,True
IEEE Xplore,task,BaRiFlex: A Robotic Gripper with Versatility and Collision Robustness for Robot Learning,10.1109/iros58592.2024.10802024,2024,G. -C. Jeong; A. Bahety; G. Pedraza; A. D. Deshpande; R. Martín-Martín,2024 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10802024,U02177,IEEE Xplore,task,BaRiFlex: A Robotic Gripper with Versatility and Collision Robustness for Robot Learning,1,Exclude,TA4,No construction- or civil-task relevance in the available metadata,0.94,ordered_rule,,,,True
IEEE Xplore,task,Contact Tracing: A Low Cost Reconstruction Framework for Surface Contact Interpolation,10.1109/iros51168.2021.9636313,2021,A. Lakshmipathy; D. Bauer; N. S. Pollard,2021 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9636313,U02178,IEEE Xplore,task,Contact Tracing: A Low Cost Reconstruction Framework for Surface Contact Interpolation,1,Exclude,TA2,No explicit reinforcement-learning method in the available metadata,0.98,ordered_rule,,,,True
IEEE Xplore,task,Ensemble Transfer Strategy Based on Domain Difference for Robot Multiple Peg-in-Hole Assembly,10.1109/tie.2024.3357894,2024,L. Jin; Y. Men; F. Li; C. Wang; X. Tian; Y. Li; R. Song,IEEE Transactions on Industrial Electronics,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10432985,U02179,IEEE Xplore,task,Ensemble Transfer Strategy Based on Domain Difference for Robot Multiple Peg-in-Hole Assembly,1,Exclude,TA2,No explicit reinforcement-learning method in the available metadata,0.98,ordered_rule,,,,True
IEEE Xplore,task,VERAGMIL: Virtual Environment for Scooping Granular Foods with Imitation Learning Models,10.1109/iros60139.2025.11247362,2025,A. Ergogo; D. Dall’Alba; P. Korzeniowski,2025 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11247362,U02180,IEEE Xplore,task,VERAGMIL: Virtual Environment for Scooping Granular Foods with Imitation Learning Models,1,Exclude,TA2,No explicit reinforcement-learning method in the available metadata,0.98,ordered_rule,,,,True
IEEE Xplore,task,Prompt-Based PID Tuning for Adaptive AGV Control via Few-Shot and MultiSpeed Strategies,10.1109/access.2025.3627967,2025,N. Amin; Y. -W. Kim; Y. -C. Byun,IEEE Access,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11224369,U02181,IEEE Xplore,task,Prompt-Based PID Tuning for Adaptive AGV Control via Few-Shot and MultiSpeed Strategies,1,Exclude,TA2,No explicit reinforcement-learning method in the available metadata,0.98,ordered_rule,,,,True
IEEE Xplore,task,MEVIUS2: Practical Open-Source Quadruped Robot With Sheet Metal Welding and Multimodal Perception,10.1109/rap.2026.3672680,2026,K. Kawaharazuka; K. Yoneda; S. Inoue; T. Suzuki; J. Oda; K. Okada,IEEE Robotics and Automation Practice,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11429076,U02182,IEEE Xplore,robot_domain | task,MEVIUS2: Practical Open-Source Quadruped Robot With Sheet Metal Welding and Multimodal Perception,2,Exclude,TA2,Not reinforcement learning / no DRL relevance,1.00,transferred_prior_frozen_screen,,,Exclude,True
IEEE Xplore,task,Is a Simulation better than Teleoperation for Acquiring Human Manipulation Skill Data?,10.1109/iros58592.2024.10801865,2024,D. Kim; S. -S. Park; K. -H. Lee; D. Lee; J. -H. Ryu,2024 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10801865,U02183,IEEE Xplore,task,Is a Simulation better than Teleoperation for Acquiring Human Manipulation Skill Data?,1,Exclude,TA2,No explicit reinforcement-learning method in the available metadata,0.98,ordered_rule,,,,True
IEEE Xplore,task,"Learning to Selectively Push, Group, and Grasp for Multi-Object Delivery Using Diffusion Policies",10.1109/access.2026.3706114,2026,T. Yonemaru; W. Wan; T. Nishimura; K. Harada,IEEE Access,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11574651,U02184,IEEE Xplore,task,"Learning to Selectively Push, Group, and Grasp for Multi-Object Delivery Using Diffusion Policies",1,Exclude,TA2,No explicit reinforcement-learning method in the available metadata,0.98,ordered_rule,,,,True
IEEE Xplore,task,Adaptive Deep Path: Efficient Coverage of a Known Environment under Various Configurations,10.1109/iros40897.2019.8967793,2019,X. Chen; T. M. Tucker; T. R. Kurfess; R. Vuduc,2019 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8967793,U02185,IEEE Xplore,task,Adaptive Deep Path: Efficient Coverage of a Known Environment under Various Configurations,1,Exclude,TA2,No explicit reinforcement-learning method in the available metadata,0.98,ordered_rule,,,,True
IEEE Xplore,task,Comparing Alternate Modes of Teleoperation for Constrained Tasks,10.1109/coase.2019.8843265,2019,C. E. Mower; W. Merkt; A. Davies; S. Vijayakumar,2019 IEEE 15th International Conference on Automation Science and Engineering (CASE),https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8843265,U02186,IEEE Xplore,heavy | task,Comparing Alternate Modes of Teleoperation for Constrained Tasks,2,Exclude,TA2,No explicit reinforcement-learning method in the available metadata,0.98,ordered_rule,,,,True
IEEE Xplore,task,3D Model-Based Non-interference Assembly Sequence Generation for Products with a Large Number of Parts,10.1109/cis-ram47153.2019.9095782,2019,K. Tariki; T. Kiyokawa; T. Nagatani; J. Takamatsu; T. Ogasawara,"2019 IEEE International Conference on Cybernetics and Intelligent Systems (CIS) and IEEE Conference on Robotics, Automation and Mechatronics (RAM)",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9095782,U02187,IEEE Xplore,task,3D Model-Based Non-interference Assembly Sequence Generation for Products with a Large Number of Parts,1,Exclude,TA2,No explicit reinforcement-learning method in the available metadata,0.98,ordered_rule,,,,True
IEEE Xplore,task,Online Adaptive and Attention-based Reference Path Generation for Upper-limb Rehabilitation Robot,10.1109/cac53003.2021.9728261,2021,Y. Zhang; L. Cheng,2021 China Automation Congress (CAC),https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9728261,U02188,IEEE Xplore,task,Online Adaptive and Attention-based Reference Path Generation for Upper-limb Rehabilitation Robot,1,Exclude,TA2,No explicit reinforcement-learning method in the available metadata,0.98,ordered_rule,,,,True
IEEE Xplore,task,"TempFuser: Learning Agile, Tactical, and Acrobatic Flight Maneuvers Using a Long Short-Term Temporal Fusion Transformer",10.1109/lra.2024.3477092,2024,H. Seong; D. H. Shim,IEEE Robotics and Automation Letters,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10711233,U02189,IEEE Xplore,task,"TempFuser: Learning Agile, Tactical, and Acrobatic Flight Maneuvers Using a Long Short-Term Temporal Fusion Transformer",1,Exclude,TA2,No explicit reinforcement-learning method in the available metadata,0.98,ordered_rule,,,,True
IEEE Xplore,task,Learning Active Force–Torque Based Policy for Sub-mm Localization of Unseen Holes,10.1109/tii.2024.3353797,2024,L. Xie; H. Zhang; Y. Zhao; Y. Zhang; R. Xiong; Y. Ren; Y. Wang,IEEE Transactions on Industrial Informatics,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10413898,U02190,IEEE Xplore,task,Learning Active Force–Torque Based Policy for Sub-mm Localization of Unseen Holes,1,Exclude,TA2,No explicit reinforcement-learning method in the available metadata,0.98,ordered_rule,,,,True
IEEE Xplore,task,Learning Compliant Assembly Strategy From Demonstration,10.1109/rcar58764.2023.10249450,2023,S. Liu; J. Sheng; Y. Ou,2023 IEEE International Conference on Real-time Computing and Robotics (RCAR),https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10249450,U02191,IEEE Xplore,task,Learning Compliant Assembly Strategy From Demonstration,1,Exclude,TA2,No explicit reinforcement-learning method in the available metadata,0.98,ordered_rule,,,,True
IEEE Xplore,task,Learning Robust Manipulation Skills with Guided Policy Search via Generative Motor Reflexes,10.1109/icra.2019.8793775,2019,P. Ennen; P. Bresenitz; R. Vossen; F. Hees,2019 International Conference on Robotics and Automation (ICRA),https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8793775,U02192,IEEE Xplore,task,Learning Robust Manipulation Skills with Guided Policy Search via Generative Motor Reflexes,1,Exclude,TA2,No explicit reinforcement-learning method in the available metadata,0.98,ordered_rule,,,,True
IEEE Xplore,task,Stoch BiRo: Design and Control of a Low-Cost Bipedal Robot,10.1109/iccar61844.2024.10569443,2024,G. Mothish; K. Rajgopal; R. Kola; M. Tayal; S. Kolathaya,"2024 10th International Conference on Control, Automation and Robotics (ICCAR)",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10569443,U02193,IEEE Xplore,task,Stoch BiRo: Design and Control of a Low-Cost Bipedal Robot,1,Exclude,TA2,No explicit reinforcement-learning method in the available metadata,0.98,ordered_rule,,,,True
IEEE Xplore,task,Real-Time Predictive Scheduling for Networked Robot Control Using Digital Twins and OpenRAN,10.1109/gcwkshp64532.2024.11100462,2024,N. A. Wagner; J. Eßer; I. F. Priyanta; F. Kurtz; M. Roidl; C. Wietfeld,2024 IEEE Globecom Workshops (GC Wkshps),https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11100462,U02194,IEEE Xplore,task,Real-Time Predictive Scheduling for Networked Robot Control Using Digital Twins and OpenRAN,1,Exclude,TA2,No explicit reinforcement-learning method in the available metadata,0.98,ordered_rule,,,,True
IEEE Xplore,task,Visual-Privileged Co-Learning for Industrial Board-to-Board Connectors Force-Guided Assembly Task,10.1109/lra.2025.3597843,2025,S. Wang; B. Wang; G. Shen; D. Wu,IEEE Robotics and Automation Letters,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11122620,U02195,IEEE Xplore,task,Visual-Privileged Co-Learning for Industrial Board-to-Board Connectors Force-Guided Assembly Task,1,Exclude,TA4,No construction- or civil-task relevance in the available metadata,0.94,ordered_rule,,,,True
IEEE Xplore,task,"Master Rules from Chaos: Learning to Reason, Plan, and Interact from Chaos for Tangram Assembly",10.1109/icra55743.2025.11127610,2025,C. Zhao; C. Jiang; L. Luo; G. Zhang; H. Yu; M. Y. Wang; Q. Chen,2025 IEEE International Conference on Robotics and Automation (ICRA),https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11127610,U02196,IEEE Xplore,task,"Master Rules from Chaos: Learning to Reason, Plan, and Interact from Chaos for Tangram Assembly",1,Exclude,TA2,No explicit reinforcement-learning method in the available metadata,0.98,ordered_rule,,,,True
IEEE Xplore,task,Reinforcement Learning With Composite Rewards for Production Scheduling in a Smart Factory,10.1109/access.2020.3046784,2021,T. Zhou; D. Tang; H. Zhu; L. Wang,IEEE Access,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9305707,U02197,IEEE Xplore,task,Reinforcement Learning With Composite Rewards for Production Scheduling in a Smart Factory,1,Exclude,TA3,Reinforcement learning used for non-embodied optimization,0.97,ordered_rule,,,,True
IEEE Xplore,task,Development of the Leg Structure with Concentrated Liquid-Cooling Actuators for Long-Term Operation,10.1109/humanoids65713.2025.11203109,2025,T. Jin; T. Kobayashi; M. Doi,2025 IEEE-RAS 24th International Conference on Humanoid Robots (Humanoids),https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11203109,U02198,IEEE Xplore,task,Development of the Leg Structure with Concentrated Liquid-Cooling Actuators for Long-Term Operation,1,Exclude,TA2,No explicit reinforcement-learning method in the available metadata,0.98,ordered_rule,,,,True
IEEE Xplore,task,Wearing a Robotic Hand to Feel 3D Force Feedback: Analysis and Virtual Reality Application of the Hand-in-Hand System,10.1109/iros60139.2025.11246130,2025,N. Kosanovic; J. C. Vaz,2025 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11246130,U02199,IEEE Xplore,heavy | task,Wearing a Robotic Hand to Feel 3D Force Feedback: Analysis and Virtual Reality Application of the Hand-in-Hand System,2,Exclude,TA2,Not reinforcement learning / no DRL relevance,1.00,transferred_prior_frozen_screen,,,Exclude,True
IEEE Xplore,task,Gantry Work Cell Scheduling through Reinforcement Learning with Knowledge-guided Reward Setting,10.1109/access.2018.2800641,2018,X. Ou; Q. Chang; J. Arinez; J. Zou,IEEE Access,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8283823,U02200,IEEE Xplore,task,Gantry Work Cell Scheduling through Reinforcement Learning with Knowledge-guided Reward Setting,1,Exclude,TA3,Reinforcement learning used for non-embodied optimization,0.97,ordered_rule,,,,True
IEEE Xplore,task,"A Framework for Robot Manipulation: Skill Formalism, Meta Learning and Adaptive Control",10.1109/icra.2019.8793542,2019,L. Johannsmeier; M. Gerchow; S. Haddadin,2019 International Conference on Robotics and Automation (ICRA),https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8793542,U02201,IEEE Xplore,task,"A Framework for Robot Manipulation: Skill Formalism, Meta Learning and Adaptive Control",1,Exclude,TA2,No explicit reinforcement-learning method in the available metadata,0.98,ordered_rule,,,,True
IEEE Xplore,task,TetraGrip: Sensor-Driven Multi-Suction Reactive Object Manipulation in Cluttered Scenes,10.1109/iros60139.2025.11247150,2025,P. Torrado; J. Levin; M. Grotz; J. Smith,2025 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11247150,U02202,IEEE Xplore,task,TetraGrip: Sensor-Driven Multi-Suction Reactive Object Manipulation in Cluttered Scenes,1,Exclude,TA2,No explicit reinforcement-learning method in the available metadata,0.98,ordered_rule,,,,True
IEEE Xplore,task,Learning Deep Robotic Skills on Riemannian Manifolds,10.1109/access.2022.3217800,2022,W. Wang; M. Saveriano; F. J. Abu-Dakka,IEEE Access,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9931714,U02203,IEEE Xplore,task,Learning Deep Robotic Skills on Riemannian Manifolds,1,Exclude,TA2,No explicit reinforcement-learning method in the available metadata,0.98,ordered_rule,,,,True
IEEE Xplore,task,Constraint-Informed Temporal Action Segmentation,10.23919/iccas66577.2025.11301312,2025,D. Sliwowski; S. -S. Park; K. -H. Lee; D. Kim; J. -H. Ryu; D. Lee,"2025 25th International Conference on Control, Automation and Systems (ICCAS)",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11301312,U02204,IEEE Xplore,task,Constraint-Informed Temporal Action Segmentation,1,Exclude,TA2,No explicit reinforcement-learning method in the available metadata,0.98,ordered_rule,,,,True
IEEE Xplore,task,Performance Evaluation of Optical Motion Capture Sensors for Assembly Motion Capturing,10.1109/access.2021.3074260,2021,H. Hu; Z. Cao; X. Yang; H. Xiong; Y. Lou,IEEE Access,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9408569,U02205,IEEE Xplore,task,Performance Evaluation of Optical Motion Capture Sensors for Assembly Motion Capturing,1,Exclude,TA2,No explicit reinforcement-learning method in the available metadata,0.98,ordered_rule,,,,True
IEEE Xplore,task,Realtime Hand Landmark Tracking to Aid Development of a Prosthetic Arm for Reach and Grasp Motions,10.1109/rose52750.2021.9611777,2021,A. James; A. Seth; S. Mukhopadhyay,2021 IEEE International Symposium on Robotic and Sensors Environments (ROSE),https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9611777,U02206,IEEE Xplore,task,Realtime Hand Landmark Tracking to Aid Development of a Prosthetic Arm for Reach and Grasp Motions,1,Exclude,TA2,No explicit reinforcement-learning method in the available metadata,0.98,ordered_rule,,,,True
IEEE Xplore,task,Evolution of UAV Landing Structures in the Bistable Space of Kresling Origami Structures,10.1109/lra.2023.3246395,2023,H. Li; Z. Du; C. Luo,IEEE Robotics and Automation Letters,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10048537,U02207,IEEE Xplore,task,Evolution of UAV Landing Structures in the Bistable Space of Kresling Origami Structures,1,Exclude,TA2,No explicit reinforcement-learning method in the available metadata,0.98,ordered_rule,,,,True
IEEE Xplore,task,Closing the Sim-to-Real Loop: Adapting Simulation Randomization with Real World Experience,10.1109/icra.2019.8793789,2019,Y. Chebotar; A. Handa; V. Makoviychuk; M. Macklin; J. Issac; N. Ratliff; D. Fox,2019 International Conference on Robotics and Automation (ICRA),https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8793789,U02208,IEEE Xplore,task,Closing the Sim-to-Real Loop: Adapting Simulation Randomization with Real World Experience,1,Exclude,TA2,No explicit reinforcement-learning method in the available metadata,0.98,ordered_rule,,,,True
IEEE Xplore,task,A Highly Maneuverable Flying Squirrel Drone with Controllable Foldable Wings,10.1109/iros55552.2023.10341386,2023,J. -G. Kang; D. Lee; S. Han,2023 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10341386,U02209,IEEE Xplore,task,A Highly Maneuverable Flying Squirrel Drone with Controllable Foldable Wings,1,Exclude,TA4,No construction- or civil-task relevance in the available metadata,0.94,ordered_rule,,,,True
IEEE Xplore,task,VISU: A 3-D Printed Functional Robot for Crowd Surveillance,10.1109/mce.2020.3029769,2021,S. C. Sethuraman; P. Kompally; S. Reddy,IEEE Consumer Electronics Magazine,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9219200,U02210,IEEE Xplore,task,VISU: A 3-D Printed Functional Robot for Crowd Surveillance,1,Exclude,TA2,No explicit reinforcement-learning method in the available metadata,0.98,ordered_rule,,,,True
IEEE Xplore,task,MaskPlanner: A Framework for 3D Learning-Based Object-Centric Motion Generation and Applications to Robotic Spray Painting,10.1109/tro.2026.3699455,2026,G. Tiboni; R. Camoriano; T. Tommasi,IEEE Transactions on Robotics,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11544114,U02211,IEEE Xplore,task,MaskPlanner: A Framework for 3D Learning-Based Object-Centric Motion Generation and Applications to Robotic Spray Painting,1,Exclude,TA2,No explicit reinforcement-learning method in the available metadata,0.98,ordered_rule,,,,True
IEEE Xplore,task,On the Quality-of-Learning for Haptic Teleoperation-based Skill Transfer Over the Tactile Internet,10.1109/globecom42002.2020.9322290,2020,B. Gülecyüz; X. Xu; A. Noll; E. Steinbach,GLOBECOM 2020 - 2020 IEEE Global Communications Conference,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9322290,U02212,IEEE Xplore,task,On the Quality-of-Learning for Haptic Teleoperation-based Skill Transfer Over the Tactile Internet,1,Exclude,TA2,No explicit reinforcement-learning method in the available metadata,0.98,ordered_rule,,,,True
IEEE Xplore,task,Force-and-Motion Constrained Planning for Tool Use,10.1109/iros40897.2019.8967889,2019,R. Holladay; T. Lozano-Pérez; A. Rodriguez,2019 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8967889,U02213,IEEE Xplore,task,Force-and-Motion Constrained Planning for Tool Use,1,Exclude,TA2,No explicit reinforcement-learning method in the available metadata,0.98,ordered_rule,,,,True
IEEE Xplore,task,Mini-Batched Online Incremental Learning Through Supervisory Teleoperation with Kinesthetic Coupling,10.1109/icra40945.2020.9197444,2020,H. Latifee; A. Pervez; J. -H. Ryu; D. Lee,2020 IEEE International Conference on Robotics and Automation (ICRA),https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9197444,U02214,IEEE Xplore,task,Mini-Batched Online Incremental Learning Through Supervisory Teleoperation with Kinesthetic Coupling,1,Exclude,TA2,No explicit reinforcement-learning method in the available metadata,0.98,ordered_rule,,,,True
IEEE Xplore,task,Using learning from demonstration to generate real-time guidance for haptic shared control,10.1109/smc.2016.7844727,2016,C. J. Pérez-del-Pulgar; J. Smisek; V. F. Muñoz; A. Schiele,"2016 IEEE International Conference on Systems, Man, and Cybernetics (SMC)",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7844727,U02215,IEEE Xplore,task,Using learning from demonstration to generate real-time guidance for haptic shared control,1,Exclude,TA2,No explicit reinforcement-learning method in the available metadata,0.98,ordered_rule,,,,True
IEEE Xplore,task,Spined Torso Renders Advanced Mobility for Quadrupedal Locomotion,10.1109/icra57147.2024.10610113,2024,J. Wang; J. Cheng; J. Hu; W. Gao; S. Zhang,2024 IEEE International Conference on Robotics and Automation (ICRA),https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10610113,U02216,IEEE Xplore,task,Spined Torso Renders Advanced Mobility for Quadrupedal Locomotion,1,Exclude,TA4,No construction- or civil-task relevance in the available metadata,0.94,ordered_rule,,,,True
